spk_id,scrape_prof,assigned_category,is_assigned
id04313,actor,Actors,1
id04314,midfielder_defensive_midfielder_defensive_midfielder,Athletes,1
id04316,short_story_writer,Other,1
id04318,actress_model,Actors,1
id04319,dutch_football_manager,Athletes,1
id04320,journalist,Media and TV personalities without acting,1
id04321,banker,Other,1
id04322,actress,Actors,1
id04325,politician,Politicians,1
id04326,american_former_professional_mixed_martial_artist,,0
id04332,english_actor,Actors,1
id04333,first_elected_prime_minister_in_march_with,Politicians,1
id04334,a_professor_at_columbia_university,Other,1
id04335,defender_defender,Athletes,1
id04336,unk,unk,0
id04340,unk,unk,0
id04341,musician_singer_songwriter_record_producer_producer_vocal_coach,Actors,1
id04342,american_country_singer,Singers and musicians,1
id04343,actor,Actors,1
id04344,actress,Actors,1
id04345,unk,unk,0
id04346,defender_defender,Athletes,1
id04349,politician,Politicians,1
id04350,forward_forward,Athletes,1
id04352,singer,Singers and musicians,1
id04353,lawyer_professor,Other,1
id04355,goalkeeper_goalkeeper,Athletes,1
id04356,footballer,Athletes,1
id04357,spanish_politician,Politicians,1
id04358,portuguese_politician,Politicians,1
id04365,chilean_politician_lawyer,Politicians,1
id04366,currently_the_head_coach_of_primeira_liga_club_benfica,Athletes,1
id04367,politician_farmer,Politicians,1
id04368,footballer,Athletes,1
id04370,portuguese_politician_who_was_the_prime_minister_of_portugal,Politicians,1
id04372,economist,,0
id04373,actress,Actors,1
id04374,model,Actors,1
id04375,comedian_television_host_actress,Actors,1
id04376,actress,Actors,1
id04377,film_actress_model_producer_playback_singer,Actors,1
id04378,novelist_short_story_writer_playwright_poet_literary_critic_professor_editor,Other,1
id04379,singer,Singers and musicians,1
id04380,politician,Politicians,1
id04383,striker_striker,Athletes,1
id04386,attacking_midfielder,Athletes,1
id04387,panamanian_businessman,Other,1
id04388,actor_director,Actors,1
id04392,argentine_former_professional_tennis_player,Athletes,1
id04393,attacking_midfielder,Athletes,1
id04396,actor,Actors,1
id04397,actor,Actors,1
id04398,left_back,Athletes,1
id04399,forward_forward,Athletes,1
id04402,footballer,Athletes,1
id04404,author,,0
id04405,actress,Actors,1
id04406,actor,Actors,1
id04407,english_professional_snooker_player_who_is_a_former_world_champion,Athletes,1
id04408,actor,Actors,1
id04409,actress_voice_actress,Actors,1
id04413,journalist,Media and TV personalities without acting,1
id04414,actress_film_producer_restaurateur,Actors,1
id04415,actress,Actors,1
id04416,actress_model_producer,Actors,1
id04417,model_model,Actors,1
id04418,winger_left_wing,Athletes,1
id04419,actress,Actors,1
id04420,drag_queen,Politicians,1
id04421,french_racing_driver_who_competed_in_formula_one,Athletes,1
id04422,american_professional_golfer_who_plays_on_the_lpga_tour,Athletes,1
id04423,lawyer_politician,Politicians,1
id04424,israeli_former_tennis_player,Athletes,1
id04425,german_former_professional_tennis_player,Athletes,1
id04427,politician,Politicians,1
id04428,american_retired_world_cup_alpine_ski_racer_olympic_gold_medalist,Athletes,1
id04429,actress_producer_model,Actors,1
id04430,actress,Actors,1
id04432,actress,Actors,1
id04433,actress,Actors,1
id04434,defensive_midfielder,Athletes,1
id04436,actor,Actors,1
id04437,musician_actress_entertainer,Actors,1
id04441,actress,Actors,1
id04442,brazilian_actor,Actors,1
id04443,actress,Actors,1
id04444,actress,Actors,1
id04445,actress,Actors,1
id04446,actress_model,Actors,1
id04447,actress,Actors,1
id04449,actress,Actors,1
id04450,singer,Singers and musicians,1
id04451,television_host,Media and TV personalities without acting,1
id04452,stage_director,Actors,1
id04453,singer_songwriter_actor,Actors,1
id04455,french_television,Media and TV personalities without acting,1
id04456,talk_radio_host,Media and TV personalities without acting,1
id04458,actress,Actors,1
id04459,mexican_former_professional_boxer_who_competed,Athletes,1
id04460,mexican_professional_boxer_who_held_the_wbc_middleweight_title,Athletes,1
id04462,singer,Singers and musicians,1
id04463,singer,Singers and musicians,1
id04474,actress,Actors,1
id04475,winger_left_wing,Athletes,1
id04476,actor_director,Actors,1
id04477,actor,Actors,1
id04478,singer_songwriter,Singers and musicians,1
id04479,actor_model_business_owner,Actors,1
id04481,retired_american_sprinter_who_competed_in_the_meters_meters,,0
id04482,singer_songwriter_actor_television_host,Actors,1
id04483,jamaican_american_former_professional_baseball_starting_pitcher,Athletes,1
id04484,english_professional_golfer,Athletes,1
id04485,singer_songwriter_musician,Singers and musicians,1
id04486,politician_teacher,Politicians,1
id04487,defensive_end,,0
id04488,politician,Politicians,1
id04489,belgian_former_professional_tennis_player,Athletes,1
id04490,indian_badminton_player,Athletes,1
id04491,actress_film_producer,Actors,1
id04493,singer_songwriter,Singers and musicians,1
id04494,previously_prime_minister_of_finland,Politicians,1
id04495,politician,Politicians,1
id04496,slovak_football_coach,Athletes,1
id04497,co_founder,,0
id04498,actor,Actors,1
id04499,french_tennis_coach,Athletes,1
id04501,forward_forward,Athletes,1
id04502,forward_forward,Athletes,1
id04503,midfielder_defensive_midfielder_defensive_midfielder,Athletes,1
id04504,politician,Politicians,1
id04505,left_back,Athletes,1
id04506,trader_trader,,0
id04508,singer,Singers and musicians,1
id04509,striker_striker,Athletes,1
id04510,austrian_tennis_coach,Athletes,1
id04511,politician,Politicians,1
id04512,actor,Actors,1
id04513,television_presenter,Media and TV personalities without acting,1
id04514,rapper_singer_songwriter_businessman,Singers and musicians,1
id04516,actress,Actors,1
id04517,rapper_singer_lyricist_record_producer,Actors,1
id04518,scottish_singer_songwriter,Singers and musicians,1
id04519,actor_television_presenter,Actors,1
id04520,actress,Actors,1
id04522,longest_uninterrupted_live_television_broadcast_according_to_guinness_world_records,Media and TV personalities without acting,1
id04523,american_professional_bodybuilder_actor,Actors,1
id04524,unk,unk,0
id04525,gibraltarian_politician,Politicians,1
id04526,singer_composer,Singers and musicians,1
id04527,finnish_former_world_champion,Athletes,1
id04528,actress,Actors,1
id04529,actress,Actors,1
id04530,actress,Actors,1
id04531,association_football_footballer_politician,Politicians,1
id04534,actress_writer,Actors,1
id04536,indian_filmmaker,Actors,1
id04537,leader_of_the_opposition_in_the_madhya_pradesh_legislative_assembly,,0
id04538,first_female_first_african_american,,0
id04540,miss_maryland_teen_usa_miss_maryland_teen_usa,,0
id04542,centre_back,Athletes,1
id04543,polish_ski_jumper,Athletes,1
id04545,actress,Actors,1
id04547,actress,Actors,1
id04549,actor,Actors,1
id04551,singer_actor_television_host_radio_personality,Actors,1
id04552,singer_songwriter_composer_record_producer_actor_radio_personality_creative_director,Actors,1
id04554,senior_advocate,Other,1
id04555,singer,Singers and musicians,1
id04556,actress,Actors,1
id04557,actress,Actors,1
id04559,canadian_british_tv_personality_journalist,Media and TV personalities without acting,1
id04560,film_director_producer_television_presenter,Actors,1
id04561,actor_model_fashion_designer,Actors,1
id04562,actor_host,Actors,1
id04563,actor_model_anchor,Actors,1
id04564,actress,Actors,1
id04565,unk,unk,0
id04566,co_founder_of_the_top_party,Politicians,1
id04567,winger_winger,Athletes,1
id04569,singer_songwriter_record_producer_manager,Actors,1
id04570,actress_filmmaker,Actors,1
id04571,actress,Actors,1
id04573,model,Actors,1
id04576,actress_model_singer_producer,Actors,1
id04578,politician,Politicians,1
id04579,dutch_actress,Actors,1
id04580,nuestra_belleza_jalisco_nuestra_belleza_jalisco,,0
id04582,actress,Actors,1
id04583,actress_model_host,Actors,1
id04584,finnish_operatic_soprano,,0
id04585,austrian_finance_minister_under_chancellor_wolfgang_sch_ssel,Politicians,1
id04586,forward_forward,Athletes,1
id04588,unk,unk,0
id04589,actor,Actors,1
id04590,model,Actors,1
id04593,rlp_fb,,0
id04597,australian_professional_golfer,Athletes,1
id04599,actor_playback_singer,Actors,1
id04600,actress,Actors,1
id04601,indian_former_racing_driver,Athletes,1
id04602,american_professional_dirt_track_racing,Athletes,1
id04606,politician,Politicians,1
id04608,defender_defender,Athletes,1
id04609,actress,Actors,1
id04610,german_born_english_american_filmmaker_actress,Actors,1
id04613,journalist,Media and TV personalities without acting,1
id04614,singer_songwriter_musician_dancer_record_producer,Actors,1
id04615,singer_songwriter_pianist_actress_musical_theatre_performer_tv_personality,Actors,1
id04616,broadcaster_journalist,Media and TV personalities without acting,1
id04617,kate_plus,,0
id04618,actress_singer_songwriter,Actors,1
id04619,television_presenter,Media and TV personalities without acting,1
id04621,actress_flight_attendant,Actors,1
id04623,actress,Actors,1
id04624,actress_radio_presenter_children_s_author,Actors,1
id04625,singer_songwriter,Singers and musicians,1
id04626,flat_list_singer_songwriter,Singers and musicians,1
id04627,state_representative_for_the_nd_house_district_in_the_u,,0
id04628,actress,Actors,1
id04629,singer_actress_host_model_businesswoman_champion_swimmer,Actors,1
id04635,actress,Actors,1
id04637,actress,Actors,1
id04638,actress,Actors,1
id04639,right_handed_lower_order_batter,,0
id04640,scottish_athlete,Athletes,1
id04641,actress,Actors,1
id04642,author,,0
id04643,singer,Singers and musicians,1
id04644,politician,Politicians,1
id04645,film_director_producer_writer,Actors,1
id04646,actress,Actors,1
id04647,actress,Actors,1
id04648,actress_fashion_designer,Actors,1
id04649,german_sportspersonality_of_the_year_german_sportswoman_of_the_year,,0
id04650,singer,Singers and musicians,1
id04651,actress,Actors,1
id04652,journalist_news_presenter_author,Media and TV personalities without acting,1
id04653,actress_director_producer,Actors,1
id04654,media_personality_political_commentator_columnist_businesswoman,Media and TV personalities without acting,1
id04655,singer_musician,Singers and musicians,1
id04656,fashion_designer,,0
id04657,media_personality_model,Actors,1
id04658,irish_professional_boxer,Athletes,1
id04660,politician,Politicians,1
id04662,actress,Actors,1
id04665,american_thrash_metal_band,,0
id04666,singer,Singers and musicians,1
id04667,kitchen_helper,,0
id04668,actress,Actors,1
id04675,nd_united_states_permanent_representative_to_nato,,0
id04676,singer_dancer_dj,Singers and musicians,1
id04677,was_guckst_du,,0
id04684,actor_comedian_producer_writer,Actors,1
id04686,forward_forward,Athletes,1
id04687,japanese_professional_tennis_player,Athletes,1
id04689,singer_songwriter,Singers and musicians,1
id04690,actress,Actors,1
id04691,midfielder_attacking_midfielder_attacking_midfielder,Athletes,1
id04692,american_actor,Actors,1
id04693,defender_defender,Athletes,1
id04694,singer_songwriter_chef_restaurateur,Singers and musicians,1
id04695,actress_pornographic_actress_model_photographer,Actors,1
id04696,singer_actress_television_personality,Actors,1
id04697,actress,Actors,1
id04698,american_attorney,Other,1
id04699,comma_separated_entries_actor_musician,Actors,1
id04701,actress_model,Actors,1
id04703,center_centre_power_forward,Athletes,1
id04704,american_actress,Actors,1
id04705,singer_actress_television_personality,Actors,1
id04706,actress,Actors,1
id04708,actress,Actors,1
id04709,turkish_economist,,0
id04710,politician_economist,Politicians,1
id04712,british_politician_who_served_as_home_secretary,Politicians,1
id04713,actor_comedian_restaurateur,Actors,1
id04714,actor,Actors,1
id04715,abolished_in,,0
id04716,film_director_screenwriter,Actors,1
id04717,linebackers_coach,Athletes,1
id04718,tight_end,,0
id04720,unk,unk,0
id04721,ethiopian_long_distance_runner,Athletes,1
id04723,center_center,Athletes,1
id04725,forward_forward,Athletes,1
id04726,pioneer_of_historically_informed_performance,,0
id04727,forward_forward,Athletes,1
id04728,unk,unk,0
id04730,television_presenter_radio_presenter_actress_singer,Actors,1
id04731,television_personality,Media and TV personalities without acting,1
id04733,actress,Actors,1
id04734,american_professional_wrestler,Athletes,1
id04736,actress,Actors,1
id04737,norwegian_politician_of_the_progress_party,Politicians,1
id04738,actor_film_director_producer_screenwriter_musician,Actors,1
id04739,actor,Actors,1
id04740,actor,Actors,1
id04741,power_forward_small_forward,Athletes,1
id04742,rapper_singer_songwriter_entrepreneur,Singers and musicians,1
id04743,right_back,Athletes,1
id04744,musician_singer_songwriter_actor,Actors,1
id04745,professional_footballer_who_plays_as_a_midfielder,Athletes,1
id04746,forward_striker,Athletes,1
id04747,american_retired_ifbb_professional_bodybuilder,,0
id04748,driver,Athletes,1
id04750,defender_defender,Athletes,1
id04751,coach,Athletes,1
id04752,canadian_professional_wrestler,Athletes,1
id04753,unk,unk,0
id04754,former_england_international_cricketer,Athletes,1
id04755,forward_forward,Athletes,1
id04756,rlp_lf_so_hk,,0
id04757,actor_producer_director,Actors,1
id04758,american_professional_golfer_who_plays_on_the_pga_tour,Athletes,1
id04759,defensive_midfielder,Athletes,1
id04761,first_baseman_third_baseman,,0
id04762,actor,Actors,1
id04763,singer_songwriter_television_personality_actress,Actors,1
id04770,minister,Politicians,1
id04774,footballer,Athletes,1
id04776,retired_irish_professional_flat_racing_jockey,Athletes,1
id04778,dutch_former_professional_tennis_player,Athletes,1
id04780,rapper_singer_songwriter_activist,Singers and musicians,1
id04781,singer_songwriter,Singers and musicians,1
id04782,actress_producer,Actors,1
id04783,belgian_former_professional_tennis_player,Athletes,1
id04784,entrepreneur,Other,1
id04787,actress_model,Actors,1
id04788,actress,Actors,1
id04789,actor_dancer_model_singer_songwriter,Actors,1
id04800,forward_forward,Athletes,1
id04801,singer_dancer_dj_mc_actor_model,Actors,1
id04802,miss_overijssel,,0
id04803,actress,Actors,1
id04814,singer_songwriter_radio_host_dj,Singers and musicians,1
id04818,australian_former_international_netball_player,,0
id04820,singer,Singers and musicians,1
id04821,singer_actress_television_presenter_dancer,Actors,1
id04822,singing_singer_actress_television_presenter_television_hostess,Actors,1
id04823,lawyer_author_television_news_personality_model,Actors,1
id04825,mixed_martial_artist_boxer_bare_knuckle_boxer_actor,Actors,1
id04826,driver,Athletes,1
id04827,model_fashion_designer_tv_personality,Actors,1
id04830,actor_film_producer_television_personality_businessman,Actors,1
id04834,one_of_two_independent_candidates_in_the_texas_gubernatorial_election,,0
id04835,actor_model,Actors,1
id04836,actor,Actors,1
id04837,expert_in_the_arts,,0
id04838,cable_news_anchor_for_cnn_s_american_morning,Media and TV personalities without acting,1
id04839,chairperson_of_biocon,,0
id04841,fbi_agent_charlie_francis_on_fringe,,0
id04842,musician_rapper_singer_songwriter_record_producer_choir_director_author,Actors,1
id04844,actress_television_personality_entertainment_producer_singer_politician_socio_political_activist,Actors,1
id04845,actress,Actors,1
id04846,actress,Actors,1
id04847,tv_presenter,Media and TV personalities without acting,1
id04848,television_presenter,Media and TV personalities without acting,1
id04851,striker_striker,Athletes,1
id04852,television_host_producer_actor_singer,Actors,1
id04854,ceo_of_siemens,,0
id04855,politician_businessman_civil_servant_academic_assistant,Politicians,1
id04856,politician_jurist_civil_servant,Politicians,1
id04857,dancer_dance_teacher_choreographer_television_personality_actor,Actors,1
id04858,american_professional_football_coach,Athletes,1
id04862,american_professional_basketball_player,Athletes,1
id04863,actress,Actors,1
id04866,singer_voice_actor,Actors,1
id04869,croatian_politician,Politicians,1
id04872,presenter,Media and TV personalities without acting,1
id04873,german_liedermacher_who_also_works_as_a_composer_author,Singers and musicians,1
id04875,south_korean_former_professional_footballer_who_played_as_a_midfielder,Athletes,1
id04876,striker_striker,Athletes,1
id04877,greek_singer,Singers and musicians,1
id04884,ifbb_professional_bodybuilder,,0
id04885,unk,unk,0
id04886,singer_musician_songwriter_actor,Actors,1
id04887,actor,Actors,1
id04888,defenceman_defence,,0
id04889,minister,Politicians,1
id04890,singer_songwriter_record_producer_celebrity_model,Actors,1
id04893,tv_announcer,Media and TV personalities without acting,1
id04894,actress_model,Actors,1
id04895,actress,Actors,1
id04896,actress,Actors,1
id04897,actress,Actors,1
id04898,actor,Actors,1
id04899,television_presenter,Media and TV personalities without acting,1
id04900,estonian_politician,Politicians,1
id04901,actress,Actors,1
id04902,television_personality_fashion_designer_businesswoman_author_actress,Actors,1
id04903,actress_producer,Actors,1
id04904,television_host,Media and TV personalities without acting,1
id04905,actress_producer,Actors,1
id04906,actress,Actors,1
id04907,later_a_labor_senator_for_new_south_wales,Politicians,1
id04908,french_professional_tennis_player,Athletes,1
id04909,politician,Politicians,1
id04910,singer_songwriter_actress,Actors,1
id04911,actor_author,Actors,1
id04914,actress_musician_model_author,Actors,1
id04915,unk,unk,0
id04917,polish_rally_driver,Athletes,1
id04918,polish_former_professional_volleyball_player,,0
id04926,bulgarian_professional_boxer,Athletes,1
id04927,actress,Actors,1
id04928,sri_lankan_former_professional_cricketer_who_represented_sri_lanka,Athletes,1
id04930,actor,Actors,1
id04933,singer,Singers and musicians,1
id04934,unk,unk,0
id04935,actor,Actors,1
id04938,musician,Singers and musicians,1
id04939,actress,Actors,1
id04940,american_former_professional_soccer_player_who_played_as_a_midfielder,Athletes,1
id04941,actor,Actors,1
id04943,assistant_general_manager,Athletes,1
id04945,point_guard,,0
id04946,actor,Actors,1
id04948,right_back,Athletes,1
id04950,actress_director_producer,Actors,1
id04951,centre_back,Athletes,1
id04953,record_executive_a_r_representative_record_producer_businessman,Actors,1
id04956,american_former_professional_basketball_player,Athletes,1
id04957,american_retired_track,,0
id04958,rapper_singer_songwriter_businessman,Singers and musicians,1
id04959,french_singer_songwriter,Singers and musicians,1
id04961,singer_television_personality,Singers and musicians,1
id04962,singer,Singers and musicians,1
id04963,actor,Actors,1
id04964,american_drag_queen_nightclub_dj_actor_comedian,Actors,1
id04967,singer_songwriter,Singers and musicians,1
id04968,actress,Actors,1
id04969,minister_of_foreign_affairs_of_algeria,Politicians,1
id04970,actress_indian_classical_dancer_classical_dancer_model_model,Actors,1
id04971,indian_actress_who_mainly_appears_in_tamil_films,Actors,1
id04972,singer_songwriter_music_producer,Actors,1
id04973,singer_actress_dancer_model,Actors,1
id04974,minister,Politicians,1
id04976,american_politician_academic_administrator,Politicians,1
id04977,american_former_professional_basketball_player,Athletes,1
id04978,actor,Actors,1
id04979,singer_businesswoman_singer_businesswoman,Singers and musicians,1
id04980,actress_director_executive_producer,Actors,1
id04981,australian_rules_football_positions_forward_line_key_forward,Athletes,1
id04982,actor_musician,Actors,1
id04983,actor,Actors,1
id04984,guinean_politician,Politicians,1
id04985,italian_businessman_philanthropist,Other,1
id04986,former_professional_tennis_player,Athletes,1
id04987,defender_full_back_full_back,Athletes,1
id04988,flat_list_singer_songwriter,Singers and musicians,1
id04990,unk,unk,0
id04991,actor,Actors,1
id04993,model,Actors,1
id04994,unk,unk,0
id04995,american_comedian_writer_actor,Actors,1
id04996,world_heavyweight_champion,Athletes,1
id04997,stand_up_comedian_actor_radio_personality,Actors,1
id04998,actor,Actors,1
id04999,danish_politician_serving_as_minister_of_foreign_affairs,Politicians,1
id05000,german_retired_footballer,Athletes,1
id05003,actress,Actors,1
id05004,actress,Actors,1
id05008,actress,Actors,1
id05009,american_model,Actors,1
id05010,actress,Actors,1
id05011,actress_singer,Actors,1
id05012,british_former_professional_tennis_player,Athletes,1
id05013,actress,Actors,1
id05014,english_broadcast_meteorologist,,0
id05015,actress,Actors,1
id05016,media_personality_model_actress,Actors,1
id05018,businesswoman,Other,1
id05019,flat_list_television_personality_fashion_designer_author,Media and TV personalities without acting,1
id05020,actress_dancer,Actors,1
id05021,actress,Actors,1
id05022,actress,Actors,1
id05023,television_personality_dj_model,Actors,1
id05025,actress,Actors,1
id05027,actor_producer,Actors,1
id05028,actor_political_activist_musician,Actors,1
id05029,actress,Actors,1
id05030,interior_design_er,,0
id05031,businesswoman,Other,1
id05032,centre_back,Athletes,1
id05034,journalist,Media and TV personalities without acting,1
id05035,lucky_luke,,0
id05038,journalist,Media and TV personalities without acting,1
id05039,politician,Politicians,1
id05040,musician_composer_performance_artist_electronic_literature_writer,Singers and musicians,1
id05041,american_environmental_activist_producer,Actors,1
id05042,television_journalist,Media and TV personalities without acting,1
id05044,miss_bretagne_nord,,0
id05048,prime_minister_of_malta,Politicians,1
id05049,founding_creative_commons,,0
id05052,lazaro_hernandez,,0
id05054,american_singer_songwriter,Singers and musicians,1
id05055,small_forward_power_forward,Athletes,1
id05056,american_comedian_actress,Actors,1
id05057,actress_activist,Actors,1
id05058,tennis,Athletes,1
id05060,elected_for_rhondda,,0
id05061,musician_singer_songwriter,Singers and musicians,1
id05062,singer_songwriter,Singers and musicians,1
id05063,midfielder_defensive_midfielder_defensive_midfielder,Athletes,1
id05066,singer_songwriter,Singers and musicians,1
id05067,actor_singer_model,Actors,1
id05075,defender_centre_back_centre_back,Athletes,1
id05076,actor,Actors,1
id05079,south_korean_politician,Politicians,1
id05082,english_professional_golfer,Athletes,1
id05087,actress_model,Actors,1
id05088,model,Actors,1
id05090,singer_songwriter_television_presenter_radio_personality_actor,Actors,1
id05091,television_presenter_broadcaster,Media and TV personalities without acting,1
id05092,piano_pianist,Singers and musicians,1
id05093,actress,Actors,1
id05094,forward_striker_striker,Athletes,1
id05095,left_back,Athletes,1
id05096,angolan_beauty_pageant_titleholder_who_was_crowned_miss_universe,,0
id05099,actress,Actors,1
id05100,singer_musician_songwriter,Singers and musicians,1
id05101,trade_unionist,,0
id05102,director,Actors,1
id05103,swedish_politician_who_served_as_minister_for_culture,Politicians,1
id05104,singer_songwriter_voice_actress,Actors,1
id05105,actress,Actors,1
id05106,american_professional_female_bodybuilding_champion,Athletes,1
id05107,a_former_minister_of_justice,Politicians,1
id05108,musician_singer_songwriter,Singers and musicians,1
id05121,singer_songwriter_musician_poet_novelist,Singers and musicians,1
id05123,actor,Actors,1
id05124,actor_film_producer,Actors,1
id05125,actor,Actors,1
id05129,dutch_retired_racing_cyclist,Athletes,1
id05130,czech_television,Media and TV personalities without acting,1
id05131,television_presenter_actor_comedian,Actors,1
id05132,forward_striker_striker,Athletes,1
id05133,american_former_football_coach,Athletes,1
id05134,singer_songwriter_musician_broadcaster_infotainment_media_personality,Singers and musicians,1
id05135,actress,Actors,1
id05136,singer_musician_record_producer,Actors,1
id05137,media_executive,Other,1
id05139,economist,,0
id05141,american_politician,Politicians,1
id05145,left_back,Athletes,1
id05147,american_stand_up_comedian,Actors,1
id05148,footballer,Athletes,1
id05149,half_forward_half_back,Athletes,1
id05150,flanker_flanker,,0
id05152,actress,Actors,1
id05153,peace_activist,,0
id05154,actress,Actors,1
id05159,actor,Actors,1
id05160,actor,Actors,1
id05161,unk,unk,0
id05162,singer_songwriter,Singers and musicians,1
id05165,actor,Actors,1
id05166,venezuelan_telenovela_created_by_valentina_p_rraga,,0
id05167,rapper_songwriter_record_producer,Actors,1
id05168,rapper_singer_songwriter_actress_model_television_personality,Actors,1
id05169,show_host_model,Actors,1
id05170,russian_professional_dancer,,0
id05171,american_ring_announcer_singer,Singers and musicians,1
id05172,defender_centre_back_centre_back,Athletes,1
id05173,actress,Actors,1
id05174,journalist,Media and TV personalities without acting,1
id05176,model,Actors,1
id05178,politician_accountant,Politicians,1
id05179,retired_malaysian_politician,Politicians,1
id05181,model,Actors,1
id05182,television_personality,Media and TV personalities without acting,1
id05186,south_african_writer_activist,Other,1
id05187,actress,Actors,1
id05188,assistant_coach,Athletes,1
id05189,musician_singer_songwriter_record_producer,Actors,1
id05190,american_actress,Actors,1
id05191,actress,Actors,1
id05194,croatian_retired_handball_coach,Athletes,1
id05196,unk,unk,0
id05197,actor,Actors,1
id05198,french_politician_who_served_as_prime_minister_of_france,Politicians,1
id05199,actress_comedian_television_producer,Actors,1
id05200,west_german_austrian_hungarian_children_s_series,,0
id05201,actress,Actors,1
id05202,jamaican_politician,Politicians,1
id05203,american_former_stand_up_comedian_actress,Actors,1
id05204,american_former_professional_basketball_player,Athletes,1
id05205,journalist,Media and TV personalities without acting,1
id05206,actress,Actors,1
id05207,singer_songwriter,Singers and musicians,1
id05208,english_actress_television_presenter,Actors,1
id05209,first_woman_to_represent_alaska_in_the_u,,0
id05210,early_s,,0
id05211,singer_songwriter,Singers and musicians,1
id05212,lawyer_administrator_politician_banker,Politicians,1
id05213,flat_list_singer_songwriter_actress,Actors,1
id05218,british_science_communicator_philanthropist_host_of_the_win_win_podcast,Media and TV personalities without acting,1
id05220,actress_model,Actors,1
id05221,tv_presenter,Media and TV personalities without acting,1
id05223,welsh_actress_model,Actors,1
id05224,director,Actors,1
id05226,actress,Actors,1
id05227,actress_singer_dancer,Actors,1
id05228,australian_former_professional_tennis_player,Athletes,1
id05229,actor,Actors,1
id05231,actress,Actors,1
id05235,comedian_television_personality_actress_author,Actors,1
id05236,model,Actors,1
id05237,singer_songwriter_record_producer_actress,Actors,1
id05239,italian_entertainer,,0
id05240,singer_actress_dancer_television_presenter,Actors,1
id05241,politician,Politicians,1
id05242,entrepreneur,Other,1
id05244,spanish_award_winning_writer,Other,1
id05245,singer_actress_television_presenter,Actors,1
id05246,centre_back,Athletes,1
id05248,actress,Actors,1
id05249,producer_writer_comedian,Actors,1
id05250,television_presenter_journalist,Media and TV personalities without acting,1
id05251,host,Media and TV personalities without acting,1
id05252,actress,Actors,1
id05253,musician_singer_actress,Actors,1
id05255,forward_forward,Athletes,1
id05256,talk_radio_host_managing_editor_former_news_anchor,Media and TV personalities without acting,1
id05257,american_former_college_football_coach,Athletes,1
id05258,president,Politicians,1
id05260,american_stand_up_comedian_actor_author,Actors,1
id05261,american_attorney_politician,Politicians,1
id05262,rlp_pr_lf_sr,,0
id05263,dancer_choreographer_television_presenter,Media and TV personalities without acting,1
id05264,actor,Actors,1
id05265,board_of_directors_of_cole_centrale_paris,,0
id05266,flat_list_actor_director_screenwriter,Actors,1
id05268,actor_model_singer_film_producer,Actors,1
id05269,striker_striker,Athletes,1
id05270,unk,unk,0
id05271,music_manager_television_personality,Media and TV personalities without acting,1
id05272,dutch_former_football_player,Athletes,1
id05273,actress,Actors,1
id05274,model_model,Actors,1
id05275,musician,Singers and musicians,1
id05276,journalist,Media and TV personalities without acting,1
id05277,actress,Actors,1
id05278,singer_media_personality_dancer_actress_television_presenter,Actors,1
id05280,singer_actress_model,Actors,1
id05282,french_yachtsman_younger_brother_of_the_yachtsman_bruno_peyron,,0
id05283,author_model_licensed_practical_nurse_television_personality_singer,Actors,1
id05284,journalist,Media and TV personalities without acting,1
id05286,minister,Politicians,1
id05287,former_world_cup_alpine_ski_racer,Athletes,1
id05288,minister,Politicians,1
id05289,voluminous_author_who_is_a_proponent_of_secular_humanism,,0
id05290,winger_left_wing,Athletes,1
id05291,actor,Actors,1
id05292,actor,Actors,1
id05293,former_chairman_of_alitalia,Other,1
id05295,aviator_pilot,,0
id05296,forward_striker_striker,Athletes,1
id05297,spanish_football_manager,Athletes,1
id05300,defensive_midfielder,Athletes,1
id05301,defender_defender,Athletes,1
id05303,argentine_retired_field_hockey_player,Athletes,1
id05306,italian_comedy_actress_shock_jock,Actors,1
id05308,model,Actors,1
id05310,archive_date_december,,0
id05312,italian_football_manager,Athletes,1
id05313,singer,Singers and musicians,1
id05314,czech_former_professional_tennis_player,Athletes,1
id05315,singer_actress_model,Actors,1
id05316,musician,Singers and musicians,1
id05317,swiss_professional_football_manager,Athletes,1
id05319,journalist,Media and TV personalities without acting,1
id05321,attacking_midfielder,Athletes,1
id05323,actor,Actors,1
id05324,made_a_bishop_in_an_archbishop_in,,0
id05328,forward_forward,Athletes,1
id05332,actor_comedian_television_host_vj_vj_model,Actors,1
id05333,comedian_magic_magician_screenwriter_film_director,Actors,1
id05334,voted_to_the_nba_all_rookie_first_team,,0
id05335,striker_striker,Athletes,1
id05339,actress_singer_model,Actors,1
id05341,trade_unionist,,0
id05342,as_the_greatest_croatian_player_ever,,0
id05343,croatian_slovenian_cellist,,0
id05344,forward_striker,Athletes,1
id05345,coach,Athletes,1
id05346,singer_songwriter_television_personality,Singers and musicians,1
id05348,actor,Actors,1
id05349,unk,unk,0
id05350,actor,Actors,1
id05351,left_back,Athletes,1
id05352,forward_forward,Athletes,1
id05353,full_back_right_back,Athletes,1
id05354,indonesian_actor_of_javanese_bugis_descent,Actors,1
id05357,politician_lawyer,Politicians,1
id05358,south_sudanese_born_british_former_professional_basketball_player,Athletes,1
id05369,singer_songwriter,Singers and musicians,1
id05370,actress,Actors,1
id05371,actress_singer_filmmaker_blogger,Actors,1
id05372,actress,Actors,1
id05373,american_stand_up_comedian,Actors,1
id05375,brazilian_professional_mixed_martial_artist,,0
